year	fips	prescription_rate_per_100
2006	53015	101.3
2006	53017	64.2
2006	53019	40.4
2006	53021	77.2
2006	53023	
2006	53025	90.5
2006	53027	114.6
2006	53029	30.8
2006	53031	68.9
2006	53033	67.7
2006	53035	72.7
2006	53037	65.6
2006	53039	26.3
2006	53041	113.6
2006	53043	79.6
2006	53045	81.2
2006	53047	92.3
2006	53049	84.5
2006	53051	141
2006	53053	80.9
2006	53055	13
2006	53057	103.1
2006	53059	48.8
2006	53061	97.1
2006	53063	102.6
2006	53065	82
2006	53067	76.8
2006	53069	89.1
2006	53071	87.5
2006	53073	83.1
2006	53075	60.3
2006	53077	67.7
2006	55001	40.4
2006	55003	84.6
2006	55005	61.5
2006	55007	16.8
2006	55009	66.5
2006	55011	26.8
2006	55013	52.6
2006	55015	9
2006	55017	50.1
2006	55019	23.4
2006	55021	82.5
2006	55023	41.2
2006	55025	60.8
2006	55027	26.7
2006	55029	55.7
2006	55031	99.5
2006	55033	48.9
2006	55035	62.2
2006	55037	
2006	55039	63.2
2006	55041	31.9
2006	55043	49.3
2006	55045	40.1
2006	55047	37.6
2006	55049	25.8
2006	55051	88.9
2006	55053	25
2006	55055	62.2
2006	55057	88.3
2006	55059	71.4
2006	55061	29.1
2006	55063	75.6
2006	55065	16.9
2006	55067	61.4
2006	55069	65.5
2006	55071	64.9
2006	55073	48.1
2006	55075	62.9
2006	55077	32.5
2006	55078	
2006	55079	85.5
2006	55081	48.4
2006	55083	43.5
2006	55085	95.8
2006	55087	68.3
2006	55089	61.6
2006	55091	68.3
2006	55093	38.5
2006	55095	31.6
2006	55097	62.8
2006	55099	58.7
2006	55101	73.5
2006	55103	66.4
2006	55105	72.5
2006	55107	34.9
2006	55109	46
2006	55111	71.4
2006	55113	49.8
2006	55115	62.3
2006	55117	65.5
2006	55119	41.1
2006	55121	30.9
2006	55123	36.1
2006	55125	61.9
2006	55127	57.4
2006	55129	42.9
2006	55131	66.3
2006	55133	71.1
2006	55135	65.2
2006	55137	32.2
2006	55139	64.3
2006	55141	75.9
2006	54001	87.9
2006	54003	80.3
2006	54005	176.6
2006	54007	115.3
2006	54009	114.4
2006	54011	175.3
2006	54013	42.9
2006	54015	84.1
2006	54017	35
2006	54019	118.6
2006	54021	70.6
2006	54023	97.9
2006	54025	175.2
2006	54027	77.9
2006	54029	158.2
2006	54031	85
2006	54033	147.5
2006	54035	117.3
2006	54037	94.4
2006	54039	147.3
2006	54041	149.6
2006	54043	56.3
2006	54045	350.3
2006	54047	180.3
2006	54049	113.9
2006	54051	135.7
2006	54053	140.9
2006	54055	197
2006	54057	80.9
2006	54059	251.1
2006	54061	88.5
2006	54063	25
2006	54065	89.6
2006	54067	181.5
2006	54069	107.6
2006	54071	70
2006	54073	83.6
2006	54075	98.7
2006	54077	50.5
2006	54079	91
2006	54081	184.3
2006	54083	123.1
2006	54085	47.1
2006	54087	107
2006	54089	90.6
2006	54091	89.3
2006	54093	41.9
2006	54095	63.1
2006	54097	89.5
2006	54099	92.7
2006	54101	97.8
2006	54103	104.9
2006	54105	43
2006	54107	126.4
2006	54109	213.9
2006	56001	54.1
2006	56003	46.4
2006	56005	93.6
2006	56007	81.2
2006	56009	75.8
2006	56011	15.4
2006	56013	64.5
2006	56015	78.2
2006	56017	135.1
2006	56019	68.6
2006	56021	69.2
2006	56023	89.3
2006	56025	90
2006	56027	
2006	56029	87.7
2006	56031	76.2
2006	56033	100.1
2006	56035	59.2
2006	56037	97.2
2006	56039	82.8
2006	56041	98.1
2006	56043	104.2
2006	56045	71.7
2009	02013	
2009	02016	
2009	02020	74.6
2009	02050	
2009	02060	
2009	02068	
2009	02070	
2009	02090	57.1
2009	02100	
2009	02105	
2009	02110	99.4
2009	02122	103.1
2009	02130	136
2009	02150	79.9
2009	02164	
2009	02170	85.9
2009	02180	
2009	02185	
2009	02188	
2009	02195	116.7
2009	02198	
2009	02220	
2009	02230	
2009	02240	
2009	02261	61.8
2009	02270	
2009	02275	12
2009	02282	
2009	02290	
2009	01001	147.5
2009	01003	143.9
2009	01005	88.5
2009	01007	109.6
2009	01009	56.2
2009	01011	46.3
2009	01013	121.2
2009	01015	175.9
2009	01017	144.9
2009	01019	162.5
2009	01021	116.9
2009	01023	95.7
2009	01025	155.7
2009	01027	137.4
2009	01029	29.4
2009	01031	127
2009	01033	213.5
2009	01035	199.5
2009	01037	48
2009	01039	187.6
2009	01041	108.7
2009	01043	174.7
2009	01045	71.2
2009	01047	112.8
2009	01049	57.8
2009	01051	108.4
2009	01053	139.4
2009	01055	159.6
2009	01057	43.7
2009	01059	174.1
2009	01061	26.5
2009	01063	60.1
2009	01065	76.4
2009	01067	42.9
2009	01069	185.5
2009	01071	130
2009	01073	134.3
2009	01075	62.5
2009	01077	145.3
2009	01079	67
2009	01081	73.8
2009	01083	74.6
2009	01085	16.6
2009	01087	57.1
2009	01089	129
2009	01091	129.8
2009	01093	273.3
2009	01095	209.4
2009	01097	150.3
2009	01099	106.1
2009	01101	106.3
2009	01103	160.1
2009	01105	
2009	01107	114.3
2009	01109	119.8
2009	01111	58.3
2009	01113	157
2009	01115	102
2009	01117	122.5
2009	01119	45.9
2009	01121	140.5
2009	01123	95.3
2009	01125	115.6
2009	01127	329.8
2009	01129	40.2
2009	01131	54.4
2009	01133	128.4
2009	05001	84
2009	05003	49.6
2009	05005	170.6
2009	05007	96.5
2009	05009	155.7
2009	05011	152
2009	05013	110.2
2009	05015	65.1
2009	05017	
2009	05019	86.4
2009	05021	57.8
2009	05023	127.6
2009	05025	
2009	05027	121.4
2009	05029	75.3
2009	05031	177.7
2009	05033	126.6
2009	05035	97.1
2009	05037	101.9
2009	05039	93.4
2009	05041	130.7
2009	05043	123.8
2009	05045	107.5
2009	05047	57.3
2009	05049	65
2009	05051	202.2
2009	05053	31.9
2009	05055	180.1
2009	05057	128.5
2009	05059	122.5
2009	05061	166
2009	05063	192.9
2009	05065	151.7
2009	05067	184.5
2009	05069	88.9
2009	05071	32.9
2009	05073	
2009	05075	37.5
2009	05077	
2009	05079	35.3
2009	05081	49
2009	05083	53.1
2009	05085	107.3
2009	05087	28.9
2009	05089	54
2009	05091	79.5
2009	05093	131.6
2009	05095	26.1
2009	05097	90.1
2009	05099	
2009	05101	31.7
2009	05103	111
2009	05105	91.4
2009	05107	176.2
2009	05109	
2009	05111	43.4
2009	05113	115.2
2009	05115	154.3
2009	05117	118.6
2009	05119	119.7
2009	05121	87.5
2009	05123	98.5
2009	05125	111.5
2009	05127	185
2009	05129	99.6
2009	05131	203.3
2009	05133	34.8
2009	05135	112.7
2009	05137	59.3
2009	05139	147.4
2009	05141	70.6
2009	05143	111.4
2009	05145	132.9
2009	05147	17
2009	05149	30.1
2009	04001	18.2
2009	04003	83.3
2009	04005	56.7
2009	04007	127.4
2009	04009	123.5
2009	04011	
2009	04012	73.3
2009	04013	82.5
2009	04015	139.3
2009	04017	79.4
2009	04019	93
2009	04021	65.1
2009	04023	36.9
2009	04025	104.3
2009	04027	71.9
2009	06001	43.9
2009	06003	
2009	06005	133.2
2009	06007	167.3
2009	06009	93.7
2009	06011	40.7
2009	06013	59.6
2009	06015	142.5
2009	06017	83.8
2009	06019	69
2009	06021	69.2
2009	06023	142.3
2009	06025	50.7
2009	06027	63.6
2009	06029	65
2009	06031	78.8
2009	06033	166
2009	06035	113.7
2009	06037	41.2
2009	06039	58
2009	06041	56.5
2009	06043	57.3
2009	06045	129.4
2009	06047	70.4
2009	06049	140.5
2009	06051	49.7
2009	06053	69.1
2009	06055	40.6
2009	06057	111.8
2009	06059	51.9
2009	06061	74.6
2009	06063	127.1
2009	06065	56.4
2009	06067	63.5
2009	06069	50.6
2009	06071	54.9
2009	06073	47.5
2009	06075	44.5
2009	06077	66.8
2009	06079	83.3
2009	06081	40.1
2009	06083	69.3
2009	06085	31.7
2009	06087	87.5
2009	06089	169.4
2009	06091	
2009	06093	125.5
2009	06095	56.2
2009	06097	71.6
2009	06099	106
2009	06101	132.4
2009	06103	125.6
2009	06105	121.4
2009	06107	87.3
2009	06109	176.9
2009	06111	64
2009	06113	63.5
2009	06115	98.5
2009	08001	57.6
2009	08003	215.5
2009	08005	62.4
2009	08007	71
2009	08009	78.7
2009	08011	38.7
2009	08013	62.4
2009	08014	65.5
2009	08015	91.7
2009	08017	62.5
2009	08019	54.3
2009	08021	4.3
2009	08023	
2009	08025	35.2
2009	08027	
2009	08029	102.1
2009	08031	47.6
2009	08033	
2009	08035	59.9
2009	08037	67.4
2009	08039	24.4
2009	08041	75.5
2009	08043	77.6
2009	08045	96.4
2009	08047	
2009	08049	52.1
2009	08051	41.3
2009	08053	
2009	08055	94
2009	08057	
2009	08059	81
2009	08061	121.2
2009	08063	
2009	08065	64.6
2009	08067	80
2009	08069	77.2
2009	08071	143.6
2009	08073	
2009	08075	74.3
2009	08077	99.1
2009	08079	
2009	08081	153
2009	08083	92.2
2009	08085	105.2
2009	08087	85.7
2009	08089	111.8
2009	08091	34.2
2009	08093	15.8
2009	08095	22
2009	08097	22.6
2009	08099	90.2
2009	08101	120.5
2009	08103	
2009	08105	54.6
2009	08107	88.7
2009	08109	
2009	08111	
2009	08113	46.4
2009	08115	90.3
2009	08117	86.1
2009	08119	127.1
2009	08121	
2009	08123	62.6
2009	08125	77.8
2009	09001	53.9
2009	09003	70.8
2009	09005	71.9
2009	09007	66.2
2009	09009	76.2
2009	09011	82.2
2009	09013	54.6
2009	09015	78.8
2009	11001	34.4
2009	10001	84.8
2009	10003	91.7
2009	10005	123.6
2009	12001	91.8
2009	12003	164.8
2009	12005	135.3
2009	12007	115.5
2009	12009	106
2009	12011	75.1
2009	12013	80.6
2009	12015	115.6
2009	12017	111.5
2009	12019	108.5
2009	12021	75.4
2009	12023	140.6
2009	12027	68.9
2009	12029	42
2009	12031	104.6
2009	12033	145.8
2009	12035	103.2
2009	12037	106.2
2009	12039	62.9
2009	12041	49.7
2009	12043	
2009	12045	109.7
2009	12047	58.2
2009	12049	66.3
2009	12051	91.7
2009	12053	127.5
2009	12055	86.9
2009	12057	101.3
2009	12059	109
2009	12061	109.4
2009	12063	65.1
2009	12065	71.9
2009	12067	46.7
2009	12069	96.7
2009	12071	89.8
2009	12073	83.7
2009	12075	130
2009	12077	54.1
2009	12079	74.1
2009	12081	98.6
2009	12083	102
2009	12085	89.6
2009	12086	37.6
2009	12087	122.5
2009	12089	114.6
2009	12091	120.3
2009	12093	108.3
2009	12095	66
2009	12097	74.8
2009	12099	82.7
2009	12101	115.8
2009	12103	104.5
2009	12105	90.7
2009	12107	118.5
2009	12109	79.4
2009	12111	76.1
2009	12113	131.8
2009	12115	99.2
2009	12117	78.8
2009	12119	66.5
2009	12121	94.2
2009	12123	108.6
2009	12125	74.9
2009	12127	103
2009	12129	79
2009	12131	116.4
2009	12133	143.2
2009	13001	106.9
2009	13003	66.8
2009	13005	149
2009	13007	
2009	13009	99.7
2009	13011	21.1
2009	13013	97
2009	13015	116
2009	13017	143.8
2009	13019	97.7
2009	13021	160.3
2009	13023	131.2
2009	13025	40.6
2009	13027	90.2
2009	13029	69.8
2009	13031	96
2009	13033	79
2009	13035	86.4
2009	13037	
2009	13039	94.5
2009	13043	122.1
2009	13045	133.2
2009	13047	168
2009	13049	87.7
2009	13051	100.6
2009	13053	
2009	13055	116.9
2009	13057	80.1
2009	13059	120.3
2009	13061	134.1
2009	13063	56.7
2009	13065	123
2009	13067	78.5
2009	13069	176
2009	13071	81.2
2009	13073	93.4
2009	13075	95.3
2009	13077	90.4
2009	13079	
2009	13081	193.9
2009	13083	89.4
2009	13085	152.5
2009	13087	127
2009	13089	50.3
2009	13091	91.7
2009	13093	
2009	13095	131.3
2009	13097	113.6
2009	13099	96.5
2009	13101	
2009	13103	76
2009	13105	138.2
2009	13107	114.5
2009	13109	145.6
2009	13111	115.3
2009	13113	94.5
2009	13115	159.5
2009	13117	62.8
2009	13119	170.1
2009	13121	59
2009	13123	158.4
2009	13125	
2009	13127	141.2
2009	13129	136.6
2009	13131	64.9
2009	13133	122.1
2009	13135	57.5
2009	13137	144.6
2009	13139	107.4
2009	13141	47.1
2009	13143	216.5
2009	13145	7.3
2009	13147	113.9
2009	13149	
2009	13151	87.9
2009	13153	125.8
2009	13155	73.6
2009	13157	117.8
2009	13159	55.3
2009	13161	143
2009	13163	112.6
2009	13165	38.9
2009	13167	34.3
2009	13169	50
2009	13171	85.6
2009	13173	
2009	13175	160.6
2009	13177	38.4
2009	13179	52.3
2009	13181	
2009	13183	
2009	13185	104.9
2009	13187	61.2
2009	13189	181.4
2009	13191	68.5
2009	13193	57
2009	13195	95.8
2009	13197	
2009	13199	32.6
2009	13201	149.3
2009	13205	78.4
2009	13207	68.4
2009	13209	
2009	13211	46.1
2009	13213	106
2009	13215	113.6
2009	13217	101.6
2009	13219	73.5
2009	13221	
2009	13223	82.1
2009	13225	94.5
2009	13227	128.3
2009	13229	38.6
2009	13231	
2009	13233	175.7
2009	13235	80.3
2009	13237	55.6
2009	13239	
2009	13241	146.4
2009	13243	182.2
2009	13245	104.8
2009	13247	91.3
2009	13249	
2009	13251	45.2
2009	13253	111.7
2009	13255	141.2
2009	13257	152.8
2009	13259	70.3
2009	13261	117.1
2009	13263	
2009	13265	
2009	13267	66.3
2009	13269	40.6
2009	13271	47.6
2009	13273	30.2
2009	13275	102.2
2009	13277	141.1
2009	13279	190.9
2009	13281	97.3
2009	13283	
2009	13285	103.9
2009	13287	70.8
2009	13289	
2009	13291	158.7
2009	13293	110.2
2009	13295	44.2
2009	13297	114.5
2009	13299	245.4
2009	13301	
2009	13303	78.2
2009	13305	145.8
2009	13307	
2009	13309	
2009	13311	66.2
2009	13313	95.8
2009	13315	
2009	13317	156.7
2009	13319	
2009	13321	91.8
2009	15001	75
2009	15003	36.7
2009	15005	
2009	15007	93
2009	15009	64.5
2009	19001	44.6
2009	19003	88.8
2009	19005	52.1
2009	19007	81.4
2009	19009	37.4
2009	19011	3.3
2009	19013	77
2009	19015	46.8
2009	19017	23.3
2009	19019	40
2009	19021	37.2
2009	19023	36.3
2009	19025	41.1
2009	19027	86.7
2009	19029	98.2
2009	19031	21.2
2009	19033	93.3
2009	19035	59.8
2009	19037	27
2009	19039	76
2009	19041	91.8
2009	19043	36.5
2009	19045	73.2
2009	19047	51.4
2009	19049	12.1
2009	19051	38.4
2009	19053	
2009	19055	49.9
2009	19057	95.9
2009	19059	49
2009	19061	60.7
2009	19063	40.7
2009	19065	78.8
2009	19067	70.1
2009	19069	26.1
2009	19071	67.7
2009	19073	69
2009	19075	9.1
2009	19077	21.4
2009	19079	61.2
2009	19081	23.6
2009	19083	56.1
2009	19085	62
2009	19087	45
2009	19089	45.6
2009	19091	40.8
2009	19093	84.2
2009	19095	10.4
2009	19097	25.1
2009	19099	75.2
2009	19101	52
2009	19103	44.4
2009	19105	18.6
2009	19107	17.1
2009	19109	32.1
2009	19111	79.1
2009	19113	64
2009	19115	15.7
2009	19117	62.8
2009	19119	23.5
2009	19121	38.6
2009	19123	67.1
2009	19125	53
2009	19127	74.4
2009	19129	19.2
2009	19131	34.9
2009	19133	73.5
2009	19135	70.8
2009	19137	76.8
2009	19139	55.3
2009	19141	23.1
2009	19143	
2009	19145	93.3
2009	19147	49.7
2009	19149	35.6
2009	19151	56
2009	19153	88.9
2009	19155	88.7
2009	19157	47.3
2009	19159	68.5
2009	19161	42
2009	19163	75
2009	19165	39.8
2009	19167	23.6
2009	19169	30.6
2009	19171	8.9
2009	19173	57.6
2009	19175	92.8
2009	19177	
2009	19179	99.5
2009	19181	32.1
2009	19183	31.2
2009	19185	89.5
2009	19187	76.8
2009	19189	32
2009	19191	34.2
2009	19193	60.9
2009	19195	
2009	19197	68.4
2009	16001	83.5
2009	16003	
2009	16005	109.2
2009	16007	110.2
2009	16009	104
2009	16011	64.5
2009	16013	51.2
2009	16015	
2009	16017	94.8
2009	16019	93.9
2009	16021	125.7
2009	16023	94.1
2009	16025	
2009	16027	77.3
2009	16029	84.7
2009	16031	121.8
2009	16033	
2009	16035	106.9
2009	16037	25.8
2009	16039	55.2
2009	16041	94.9
2009	16043	37.2
2009	16045	112.6
2009	16047	72.1
2009	16049	72.6
2009	16051	36.1
2009	16053	66.1
2009	16055	101.2
2009	16057	75
2009	16059	78.4
2009	16061	198.7
2009	16063	
2009	16065	62.7
2009	16067	32.5
2009	16069	158.7
2009	16071	
2009	16073	32
2009	16075	42.9
2009	16077	78.7
2009	16079	144.4
2009	16081	62.5
2009	16083	101.8
2009	16085	110.3
2009	16087	113
2009	17001	103.8
2009	17003	58.1
2009	17005	61
2009	17007	54.4
2009	17009	
2009	17011	30.7
2009	17013	58.8
2009	17015	18.1
2009	17017	50.1
2009	17019	72.3
2009	17021	108.7
2009	17023	79
2009	17025	93.5
2009	17027	23.6
2009	17029	97.7
2009	17031	44.8
2009	17033	19.5
2009	17035	
2009	17037	59.2
2009	17039	71.9
2009	17041	12.6
2009	17043	52.6
2009	17045	97.3
2009	17047	46.8
2009	17049	116.6
2009	17051	70.7
2009	17053	
2009	17055	123.2
2009	17057	68.3
2009	17059	
2009	17061	14.2
2009	17063	78.5
2009	17065	
2009	17067	50.5
2009	17069	268.9
2009	17071	
2009	17073	58.4
2009	17075	65
2009	17077	128.9
2009	17079	75.2
2009	17081	122.9
2009	17083	108.4
2009	17085	41
2009	17087	
2009	17089	46.7
2009	17091	81.4
2009	17093	64
2009	17095	97.1
2009	17097	58.4
2009	17099	84.6
2009	17101	98.5
2009	17103	63.3
2009	17105	75.8
2009	17107	88.1
2009	17109	68.4
2009	17111	66.3
2009	17113	62.8
2009	17115	99.9
2009	17117	36.8
2009	17119	109.9
2009	17121	132.8
2009	17123	44.5
2009	17125	70.4
2009	17127	48.8
2009	17129	
2009	17131	37.2
2009	17133	86.8
2009	17135	135.2
2009	17137	116.4
2009	17139	31.2
2009	17141	23.4
2009	17143	86.9
2009	17145	118.6
2009	17147	30.6
2009	17149	77.3
2009	17151	
2009	17153	76.6
2009	17155	
2009	17157	72.1
2009	17159	116.3
2009	17161	78.6
2009	17163	72.8
2009	17165	238.1
2009	17167	113.9
2009	17169	113.1
2009	17171	
2009	17173	58
2009	17175	
2009	17177	73.5
2009	17179	93
2009	17181	127.5
2009	17183	101.9
2009	17185	106.6
2009	17187	68.8
2009	17189	9.6
2009	17191	90.7
2009	17193	120.4
2009	17195	69.1
2009	17197	58.1
2009	17199	184.4
2009	17201	101.8
2009	17203	26.3
2009	18001	68.6
2009	18003	85.2
2009	18005	140.9
2009	18007	6.8
2009	18009	122.3
2009	18011	81.7
2009	18013	52.9
2009	18015	35.2
2009	18017	81.2
2009	18019	144.2
2009	18021	127
2009	18023	98.5
2009	18025	69.9
2009	18027	111.9
2009	18029	124.1
2009	18031	100.3
2009	18033	71
2009	18035	139.1
2009	18037	135.1
2009	18039	86.2
2009	18041	158.5
2009	18043	212.8
2009	18045	136.5
2009	18047	58.3
2009	18049	113.8
2009	18051	98.2
2009	18053	133.2
2009	18055	106
2009	18057	69.4
2009	18059	96.6
2009	18061	101
2009	18063	89
2009	18065	122
2009	18067	172.7
2009	18069	87.9
2009	18071	137.2
2009	18073	122.2
2009	18075	106.9
2009	18077	151.3
2009	18079	141
2009	18081	103.9
2009	18083	138.1
2009	18085	84.8
2009	18087	22.8
2009	18089	91.4
2009	18091	107.6
2009	18093	148.6
2009	18095	155.1
2009	18097	102.8
2009	18099	86.9
2009	18101	108.1
2009	18103	70.7
2009	18105	101.4
2009	18107	123.1
2009	18109	165.7
2009	18111	29.9
2009	18113	70.9
2009	18115	35
2009	18117	122.3
2009	18119	70.4
2009	18121	60.6
2009	18123	124.5
2009	18125	106.6
2009	18127	100.5
2009	18129	69
2009	18131	82.9
2009	18133	88.1
2009	18135	88.2
2009	18137	108.2
2009	18139	109.2
2009	18141	94.4
2009	18143	241.3
2009	18145	101.1
2009	18147	15.3
2009	18149	143.4
2009	18151	109.1
2009	18153	87.1
2009	18155	63.3
2009	18157	83.6
2009	18159	96.1
2009	18161	69.8
2009	18163	154.6
2009	18165	126.3
2009	18167	156.9
2009	18169	107.2
2009	18171	
2009	18173	86
2009	18175	120.4
2009	18177	129.8
2009	18179	73.8
2009	18181	87.3
2009	18183	114.4
2009	20001	152.3
2009	20003	
2009	20005	113.8
2009	20007	114.3
2009	20009	109.8
2009	20011	92.2
2009	20013	12.7
2009	20015	92.8
2009	20017	
2009	20019	13.6
2009	20021	15.5
2009	20023	90.7
2009	20025	
2009	20027	70.2
2009	20029	60
2009	20031	
2009	20033	
2009	20035	106.8
2009	20037	129.3
2009	20039	147.6
2009	20041	60.3
2009	20043	
2009	20045	75.4
2009	20047	
2009	20049	
2009	20051	115.1
2009	20053	76.1
2009	20055	83.5
2009	20057	90.8
2009	20059	118.5
2009	20061	67.3
2009	20063	
2009	20065	172.9
2009	20067	
2009	20069	17.1
2009	20071	212.4
2009	20073	
2009	20075	76.3
2009	20077	
2009	20079	94.1
2009	20081	
2009	20083	
2009	20085	36.8
2009	20087	11.9
2009	20089	
2009	20091	77.2
2009	20093	56.2
2009	20095	
2009	20097	
2009	20099	96.2
2009	20101	
2009	20103	45.2
2009	20105	
2009	20107	
2009	20109	78.8
2009	20111	81.3
2009	20113	66.9
2009	20115	34.4
2009	20117	19.7
2009	20119	
2009	20121	18.2
2009	20123	
2009	20125	96.4
2009	20127	
2009	20129	215.4
2009	20131	28.1
2009	20133	82.6
2009	20135	
2009	20137	61
2009	20139	
2009	20141	146
2009	20143	
2009	20145	38.8
2009	20147	
2009	20149	9.1
2009	20151	186.8
2009	20153	
2009	20155	93.1
2009	20157	122.1
2009	20159	29.1
2009	20161	71.1
2009	20163	
2009	20165	57.7
2009	20167	
2009	20169	145
2009	20171	112.5
2009	20173	110.3
2009	20175	116
2009	20177	118.5
2009	20179	65.9
2009	20181	85
2009	20183	144
2009	20185	
2009	20187	
2009	20189	72.8
2009	20191	86.3
2009	20193	120.2
2009	20195	126.7
2009	20197	
2009	20199	
2009	20201	17
2009	20203	
2009	20205	95.4
2009	20207	
2009	20209	73
2009	21001	103.5
2009	21003	118.2
2009	21005	105.6
2009	21007	139.3
2009	21009	119.2
2009	21011	15.4
2009	21013	365.1
2009	21015	137.9
2009	21017	115
2009	21019	201
2009	21021	173.9
2009	21023	
2009	21025	233
2009	21027	66.1
2009	21029	90.8
2009	21031	203.2
2009	21033	156.3
2009	21035	126.2
2009	21037	121.1
2009	21039	66.8
2009	21041	184
2009	21043	105.3
2009	21045	73.3
2009	21047	83.2
2009	21049	176.9
2009	21051	267.8
2009	21053	174.7
2009	21055	214
2009	21057	254.1
2009	21059	140.7
2009	21061	59.8
2009	21063	
2009	21065	154.2
2009	21067	98.3
2009	21069	116.4
2009	21071	353.3
2009	21073	135.6
2009	21075	134.3
2009	21077	
2009	21079	71.9
2009	21081	164.2
2009	21083	117.6
2009	21085	125.5
2009	21087	126
2009	21089	123.7
2009	21091	
2009	21093	104
2009	21095	172.2
2009	21097	121.7
2009	21099	84.4
2009	21101	154.1
2009	21103	80
2009	21105	102.5
2009	21107	158.2
2009	21109	52.8
2009	21111	131.8
2009	21113	117.1
2009	21115	256.9
2009	21117	103.7
2009	21119	84.8
2009	21121	139
2009	21123	72.4
2009	21125	156.4
2009	21127	205.5
2009	21129	191.9
2009	21131	233.3
2009	21133	211.7
2009	21135	59
2009	21137	89.1
2009	21139	38.1
2009	21141	83.3
2009	21143	39.1
2009	21145	227.3
2009	21147	168.2
2009	21149	67.8
2009	21151	114.8
2009	21153	179.4
2009	21155	117.3
2009	21157	143.1
2009	21159	123.3
2009	21161	136.4
2009	21163	68.7
2009	21165	59.6
2009	21167	114.9
2009	21169	67
2009	21171	171.5
2009	21173	187.1
2009	21175	69
2009	21177	174.1
2009	21179	127.1
2009	21181	
2009	21183	134.2
2009	21185	82.1
2009	21187	72.7
2009	21189	293
2009	21191	62.1
2009	21193	250
2009	21195	324.1
2009	21197	163.8
2009	21199	141.8
2009	21201	
2009	21203	102.7
2009	21205	166
2009	21207	212.4
2009	21209	118.2
2009	21211	105.4
2009	21213	159.3
2009	21215	64.1
2009	21217	143.8
2009	21219	70.7
2009	21221	112.9
2009	21223	58.7
2009	21225	149.3
2009	21227	133.5
2009	21229	71.2
2009	21231	158
2009	21233	90
2009	21235	308.6
2009	21237	76.7
2009	21239	80
2009	22001	93.6
2009	22003	95.8
2009	22005	135.1
2009	22007	38.3
2009	22009	134.3
2009	22011	100.9
2009	22013	
2009	22015	116
2009	22017	136.2
2009	22019	118.2
2009	22021	
2009	22023	
2009	22025	117.4
2009	22027	
2009	22029	105
2009	22031	16.7
2009	22033	128.7
2009	22035	101
2009	22037	69.2
2009	22039	192.6
2009	22041	109.3
2009	22043	16.9
2009	22045	121.6
2009	22047	97.7
2009	22049	26.1
2009	22051	125.6
2009	22053	128.6
2009	22055	119.4
2009	22057	96.8
2009	22059	104.6
2009	22061	94.3
2009	22063	124
2009	22065	63.6
2009	22067	112.6
2009	22069	71.8
2009	22071	70.7
2009	22073	134.3
2009	22075	
2009	22077	86.3
2009	22079	158.7
2009	22081	
2009	22083	67.1
2009	22085	43
2009	22087	128.5
2009	22089	78
2009	22091	65.8
2009	22093	52.6
2009	22095	84.6
2009	22097	158.7
2009	22099	86.6
2009	22101	116
2009	22103	142.4
2009	22105	149.5
2009	22107	
2009	22109	122.3
2009	22111	50.6
2009	22113	92.9
2009	22115	60.9
2009	22117	151.6
2009	22119	123.9
2009	22121	111.8
2009	22123	104.9
2009	22125	27.7
2009	22127	25.6
2009	25001	88.5
2009	25003	94.7
2009	25005	91.7
2009	25007	75.7
2009	25009	69.8
2009	25011	65.3
2009	25013	90
2009	25015	71.1
2009	25017	53.1
2009	25019	52.2
2009	25021	60.3
2009	25023	74.1
2009	25025	52.5
2009	25027	79
2009	24001	114.3
2009	24003	82.1
2009	24005	77.1
2009	24009	103.7
2009	24011	61
2009	24013	77.5
2009	24015	101
2009	24017	92.2
2009	24019	67.7
2009	24021	82
2009	24023	78.9
2009	24025	86
2009	24027	36.9
2009	24029	132.4
2009	24031	40.3
2009	24033	45.9
2009	24035	87
2009	24037	77.2
2009	24039	59.4
2009	24041	102.2
2009	24043	105.1
2009	24045	99.5
2009	24047	112.1
2009	24510	60.1
2009	23001	102.1
2009	23003	83.4
2009	23005	83
2009	23007	85.3
2009	23009	83
2009	23011	113.3
2009	23013	87.2
2009	23015	58.4
2009	23017	86.9
2009	23019	102.3
2009	23021	112.5
2009	23023	84.2
2009	23025	87
2009	23027	64.4
2009	23029	72.6
2009	23031	75.3
2009	26001	31.8
2009	26003	82.2
2009	26005	49.3
2009	26007	110.6
2009	26009	60.2
2009	26011	88.9
2009	26013	107.1
2009	26015	32.2
2009	26017	101.4
2009	26019	70.7
2009	26021	101
2009	26023	76.6
2009	26025	111.2
2009	26027	39.1
2009	26029	101
2009	26031	121.2
2009	26033	87.3
2009	26035	158
2009	26037	43.5
2009	26039	136.3
2009	26041	83.4
2009	26043	116.8
2009	26045	95.5
2009	26047	129.9
2009	26049	125
2009	26051	121.9
2009	26053	98.3
2009	26055	145.5
2009	26057	78.4
2009	26059	65.9
2009	26061	37.6
2009	26063	68.3
2009	26065	89.2
2009	26067	66.7
2009	26069	132.4
2009	26071	98.1
2009	26073	78.9
2009	26075	102.8
2009	26077	94.8
2009	26079	112.8
2009	26081	83.7
2009	26083	
2009	26085	
2009	26087	75.4
2009	26089	16.9
2009	26091	75.4
2009	26093	65.5
2009	26095	155.5
2009	26097	83.6
2009	26099	103.5
2009	26101	109.3
2009	26103	84.1
2009	26105	142.1
2009	26107	100.9
2009	26109	64.5
2009	26111	82.3
2009	26113	20.3
2009	26115	100.5
2009	26117	113.6
2009	26119	69.4
