,County,County Code,Year,Year Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Age Adjusted Rate,Age Adjusted Rate Lower 95% Confidence Interval,Age Adjusted Rate Upper 95% Confidence Interval
3627,Imperial County, CA,06025,2008,2008,12,167917,7.1 (Unreliable),3.7,12.5,7.5 (Unreliable),3.9,13.1
3628,Imperial County, CA,06025,2009,2009,14,172008,8.1 (Unreliable),4.4,13.7,8.3 (Unreliable),4.5,13.9
3629,Imperial County, CA,06025,2010,2010,10,174528,5.7 (Unreliable),2.7,10.5,6.6 (Unreliable),3.1,12.1
3630,Imperial County, CA,06025,2011,2011,23,176227,13.1,8.3,19.6,13.6,8.6,20.4
3631,Imperial County, CA,06025,2012,2012,20,177287,11.3,6.9,17.4,11.9,7.3,18.4
3632,Imperial County, CA,06025,2013,2013,30,177194,16.9,11.4,24.2,18.3,12.3,26.3
3633,Imperial County, CA,06025,2014,2014,26,178866,14.5,9.5,21.3,15.6,10.1,23.1
3634,Imperial County, CA,06025,2015,2015,41,179806,22.8,16.4,30.9,24.5,17.5,33.3
3635,Imperial County, CA,06025,2016,2016,36,180883,19.9,13.9,27.6,22.3,15.5,31.0
3636,Inyo County, CA,06027,1999,1999,,17968,,,,,,
3637,Inyo County, CA,06027,2000,2000,,17945,,,,,,
3638,Inyo County, CA,06027,2001,2001,,18117,,,,,,
3639,Inyo County, CA,06027,2002,2002,,18394,,,,,,
3640,Inyo County, CA,06027,2003,2003,,18593,,,,,,
3641,Inyo County, CA,06027,2004,2004,,18578,,,,,,
3642,Inyo County, CA,06027,2005,2005,,18478,,,,,,
3643,Inyo County, CA,06027,2006,2006,,18370,,,,,,
3644,Inyo County, CA,06027,2007,2007,,18426,,,,,,
3645,Inyo County, CA,06027,2008,2008,,18318,,,,,,
3646,Inyo County, CA,06027,2009,2009,,18544,,,,,,
3647,Inyo County, CA,06027,2010,2010,,18546,,,,,,
3648,Inyo County, CA,06027,2011,2011,,18403,,,,,,
3649,Inyo County, CA,06027,2012,2012,,18408,,,,,,
3650,Inyo County, CA,06027,2013,2013,,18418,,,,,,
3651,Inyo County, CA,06027,2014,2014,,18410,,,,,,
3652,Inyo County, CA,06027,2015,2015,,18251,,,,,,
3653,Inyo County, CA,06027,2016,2016,,18144,,,,,,
3654,Kern County, CA,06029,1999,1999,74,655428,11.3,8.9,14.2,12.2,9.6,15.4
3655,Kern County, CA,06029,2000,2000,77,661645,11.6,9.2,14.5,12.5,9.8,15.6
3656,Kern County, CA,06029,2001,2001,66,676574,9.8,7.5,12.4,10.5,8.2,13.4
3657,Kern County, CA,06029,2002,2002,81,694059,11.7,9.3,14.5,12.6,10.0,15.7
3658,Kern County, CA,06029,2003,2003,99,714272,13.9,11.3,16.9,15.1,12.2,18.3
3659,Kern County, CA,06029,2004,2004,91,736296,12.4,10.0,15.2,13.1,10.6,16.1
3660,Kern County, CA,06029,2005,2005,93,760726,12.2,9.9,15.0,13.3,10.7,16.3
3661,Kern County, CA,06029,2006,2006,118,784511,15.0,12.3,17.8,15.9,13.0,18.8
3662,Kern County, CA,06029,2007,2007,119,803281,14.8,12.2,17.5,15.6,12.8,18.5
3663,Kern County, CA,06029,2008,2008,122,818327,14.9,12.3,17.6,15.7,12.9,18.5
3664,Kern County, CA,06029,2009,2009,132,830137,15.9,13.2,18.6,16.8,13.9,19.7
3665,Kern County, CA,06029,2010,2010,140,839631,16.7,13.9,19.4,17.4,14.5,20.3
3666,Kern County, CA,06029,2011,2011,151,849484,17.8,14.9,20.6,18.6,15.6,21.6
3667,Kern County, CA,06029,2012,2012,159,855808,18.6,15.7,21.5,19.4,16.4,22.5
3668,Kern County, CA,06029,2013,2013,181,864454,20.9,17.9,24.0,21.6,18.4,24.8
3669,Kern County, CA,06029,2014,2014,213,872138,24.4,21.1,27.7,24.9,21.5,28.3
3670,Kern County, CA,06029,2015,2015,213,879497,24.2,21.0,27.5,25.3,21.9,28.7
3671,Kern County, CA,06029,2016,2016,205,884788,23.2,20.0,26.3,24.1,20.7,27.4
3672,Kings County, CA,06031,1999,1999,12,126402,9.5 (Unreliable),4.9,16.6,11.3 (Unreliable),5.9,19.8
3673,Kings County, CA,06031,2000,2000,,129461,,,,,,
3674,Kings County, CA,06031,2001,2001,,132881,,,,,,
3675,Kings County, CA,06031,2002,2002,,135369,,,,,,
3676,Kings County, CA,06031,2003,2003,,139393,,,,,,
3677,Kings County, CA,06031,2004,2004,14,143601,9.7 (Unreliable),5.3,16.4,10.6 (Unreliable),5.8,17.7
3678,Kings County, CA,06031,2005,2005,,145147,,,,,,
3679,Kings County, CA,06031,2006,2006,,147712,,,,,,
3680,Kings County, CA,06031,2007,2007,18,150420,12.0 (Unreliable),7.1,18.9,12.8 (Unreliable),7.4,20.5
3681,Kings County, CA,06031,2008,2008,12,152027,7.9 (Unreliable),4.1,13.8,7.9 (Unreliable),4.0,14.2
3682,Kings County, CA,06031,2009,2009,,152278,,,,,,
3683,Kings County, CA,06031,2010,2010,14,152982,9.2 (Unreliable),5.0,15.4,9.0 (Unreliable),4.9,15.1
3684,Kings County, CA,06031,2011,2011,14,151895,9.2 (Unreliable),5.0,15.5,9.5 (Unreliable),5.1,16.3
3685,Kings County, CA,06031,2012,2012,,151042,,,,,,
3686,Kings County, CA,06031,2013,2013,22,150480,14.6,9.2,22.1,15.3,9.6,23.1
3687,Kings County, CA,06031,2014,2014,24,149669,16.0,10.3,23.9,16.9,10.8,25.1
3688,Kings County, CA,06031,2015,2015,15,150331,10.0 (Unreliable),5.6,16.5,10.8 (Unreliable),6.0,17.8
3689,Kings County, CA,06031,2016,2016,12,149785,8.0 (Unreliable),4.1,14.0,8.8 (Unreliable),4.5,15.3
3690,Lake County, CA,06033,1999,1999,,57214,,,,,,
3691,Lake County, CA,06033,2000,2000,11,58309,18.9 (Unreliable),9.4,33.8,18.0 (Unreliable),9.0,32.3
3692,Lake County, CA,06033,2001,2001,,60219,,,,,,
3693,Lake County, CA,06033,2002,2002,15,61513,24.4 (Unreliable),13.6,40.2,23.7 (Unreliable),13.0,39.8
3694,Lake County, CA,06033,2003,2003,11,62496,17.6 (Unreliable),8.8,31.5,15.9 (Unreliable),7.6,29.2
3695,Lake County, CA,06033,2004,2004,10,63116,15.8 (Unreliable),7.6,29.1,15.7 (Unreliable),7.2,29.7
3696,Lake County, CA,06033,2005,2005,17,63811,26.6 (Unreliable),15.5,42.7,25.5 (Unreliable),14.5,41.3
3697,Lake County, CA,06033,2006,2006,18,64202,28.0 (Unreliable),16.6,44.3,25.5 (Unreliable),14.6,41.4
3698,Lake County, CA,06033,2007,2007,20,64077,31.2,19.1,48.2,28.6,16.9,45.1
3699,Lake County, CA,06033,2008,2008,18,64392,28.0 (Unreliable),16.6,44.2,25.8 (Unreliable),14.7,41.9
3700,Lake County, CA,06033,2009,2009,29,64413,45.0,30.2,64.7,41.0,26.8,60.1
3701,Lake County, CA,06033,2010,2010,36,64665,55.7,39.0,77.1,49.9,34.1,70.5
3702,Lake County, CA,06033,2011,2011,34,64242,52.9,36.7,74.0,46.4,31.5,65.8
3703,Lake County, CA,06033,2012,2012,23,63942,36.0,22.8,54.0,31.8,19.4,49.1
3704,Lake County, CA,06033,2013,2013,30,63776,47.0,31.7,67.2,46.8,30.3,69.1
3705,Lake County, CA,06033,2014,2014,35,64099,54.6,38.0,75.9,49.5,33.4,70.7
3706,Lake County, CA,06033,2015,2015,32,64446,49.7,34.0,70.1,48.6,32.0,70.7
3707,Lake County, CA,06033,2016,2016,18,64116,28.1 (Unreliable),16.6,44.4,23.8 (Unreliable),13.3,39.3
3708,Lassen County, CA,06035,1999,1999,,33838,,,,,,
3709,Lassen County, CA,06035,2000,2000,,33828,,,,,,
3710,Lassen County, CA,06035,2001,2001,,33548,,,,,,
3711,Lassen County, CA,06035,2002,2002,,33430,,,,,,
3712,Lassen County, CA,06035,2003,2003,,33930,,,,,,
3713,Lassen County, CA,06035,2004,2004,,34458,,,,,,
3714,Lassen County, CA,06035,2005,2005,,34488,,,,,,
3715,Lassen County, CA,06035,2006,2006,13,34605,37.6 (Unreliable),20.0,64.2,33.3 (Unreliable),17.7,56.9
3716,Lassen County, CA,06035,2007,2007,11,35615,30.9 (Unreliable),15.4,55.3,26.3 (Unreliable),13.1,47.1
3717,Lassen County, CA,06035,2008,2008,13,35221,36.9 (Unreliable),19.7,63.1,31.4 (Unreliable),16.7,53.6
3718,Lassen County, CA,06035,2009,2009,,35160,,,,,,
3719,Lassen County, CA,06035,2010,2010,12,34895,34.4 (Unreliable),17.8,60.1,28.8 (Unreliable),14.9,50.3
3720,Lassen County, CA,06035,2011,2011,13,34288,37.9 (Unreliable),20.2,64.8,36.0 (Unreliable),19.2,61.5
3721,Lassen County, CA,06035,2012,2012,,33662,,,,,,
3722,Lassen County, CA,06035,2013,2013,11,32144,34.2 (Unreliable),17.1,61.2,31.4 (Unreliable),15.7,56.2
3723,Lassen County, CA,06035,2014,2014,13,31714,41.0 (Unreliable),21.8,70.1,37.0 (Unreliable),19.7,63.3
3724,Lassen County, CA,06035,2015,2015,,31333,,,,,,
3725,Lassen County, CA,06035,2016,2016,12,30870,38.9 (Unreliable),20.1,67.9,34.7 (Unreliable),17.9,60.5
3726,Los Angeles County, CA,06037,1999,1999,681,9437290,7.2,6.7,7.8,7.5,6.9,8.0
3727,Los Angeles County, CA,06037,2000,2000,518,9519338,5.4,5.0,5.9,5.6,5.2,6.1
3728,Los Angeles County, CA,06037,2001,2001,478,9626034,5.0,4.5,5.4,5.1,4.7,5.6
3729,Los Angeles County, CA,06037,2002,2002,739,9705913,7.6,7.1,8.2,7.8,7.3,8.4
3730,Los Angeles County, CA,06037,2003,2003,735,9767145,7.5,7.0,8.1,7.7,7.2,8.3
3731,Los Angeles County, CA,06037,2004,2004,666,9793263,6.8,6.3,7.3,6.9,6.4,7.5
3732,Los Angeles County, CA,06037,2005,2005,640,9786373,6.5,6.0,7.0,6.6,6.0,7.1
3733,Los Angeles County, CA,06037,2006,2006,689,9737955,7.1,6.5,7.6,7.1,6.5,7.6
3734,Los Angeles County, CA,06037,2007,2007,755,9700359,7.8,7.2,8.3,7.7,7.1,8.2
3735,Los Angeles County, CA,06037,2008,2008,707,9735147,7.3,6.7,7.8,7.1,6.6,7.7
3736,Los Angeles County, CA,06037,2009,2009,770,9787400,7.9,7.3,8.4,7.7,7.2,8.2
3737,Los Angeles County, CA,06037,2010,2010,700,9818605,7.1,6.6,7.7,6.9,6.4,7.4
3738,Los Angeles County, CA,06037,2011,2011,684,9888476,6.9,6.4,7.4,6.7,6.2,7.2
3739,Los Angeles County, CA,06037,2012,2012,682,9953555,6.9,6.3,7.4,6.6,6.1,7.1
3740,Los Angeles County, CA,06037,2013,2013,815,10015436,8.1,7.6,8.7,7.8,7.3,8.4
3741,Los Angeles County, CA,06037,2014,2014,735,10066615,7.3,6.8,7.8,6.9,6.4,7.4
3742,Los Angeles County, CA,06037,2015,2015,732,10112255,7.2,6.7,7.8,6.9,6.4,7.4
3743,Los Angeles County, CA,06037,2016,2016,821,10137915,8.1,7.5,8.7,7.7,7.1,8.2
3744,Madera County, CA,06039,1999,1999,10,121883,8.2 (Unreliable),3.9,15.1,8.5 (Unreliable),4.1,15.7
3745,Madera County, CA,06039,2000,2000,,123109,,,,,,
3746,Madera County, CA,06039,2001,2001,10,125581,8.0 (Unreliable),3.8,14.6,8.3 (Unreliable),4.0,15.3
3747,Madera County, CA,06039,2002,2002,,128369,,,,,,
3748,Madera County, CA,06039,2003,2003,17,132738,12.8 (Unreliable),7.5,20.5,13.6 (Unreliable),7.9,21.8
3749,Madera County, CA,06039,2004,2004,11,137106,8.0 (Unreliable),4.0,14.4,8.4 (Unreliable),4.2,15.0
3750,Madera County, CA,06039,2005,2005,14,140313,10.0 (Unreliable),5.5,16.7,10.5 (Unreliable),5.8,17.7
3751,Madera County, CA,06039,2006,2006,11,143622,7.7 (Unreliable),3.8,13.7,7.5 (Unreliable),3.7,13.4
3752,Madera County, CA,06039,2007,2007,12,146067,8.2 (Unreliable),4.2,14.4,8.8 (Unreliable),4.5,15.3
3753,Madera County, CA,06039,2008,2008,11,148359,7.4 (Unreliable),3.7,13.3,7.8 (Unreliable),3.9,14.0
3754,Madera County, CA,06039,2009,2009,,149234,,,,,,
3755,Madera County, CA,06039,2010,2010,20,150865,13.3,8.1,20.5,14.0,8.6,21.7
3756,Madera County, CA,06039,2011,2011,24,151962,15.8,10.1,23.5,16.3,10.3,24.4
3757,Madera County, CA,06039,2012,2012,25,151947,16.5,10.6,24.3,16.3,10.5,24.3
3758,Madera County, CA,06039,2013,2013,21,151811,13.8,8.6,21.1,14.5,9.0,22.2
3759,Madera County, CA,06039,2014,2014,22,154071,14.3,8.9,21.6,15.3,9.5,23.4
3760,Madera County, CA,06039,2015,2015,25,154306,16.2,10.5,23.9,15.9,10.2,23.7
3761,Madera County, CA,06039,2016,2016,18,154697,11.6 (Unreliable),6.9,18.4,11.4 (Unreliable),6.7,18.3
3762,Marin County, CA,06041,1999,1999,28,246269,11.4,7.6,16.4,9.7,6.4,14.1
3763,Marin County, CA,06041,2000,2000,25,247289,10.1,6.5,14.9,8.4,5.5,12.5
3764,Marin County, CA,06041,2001,2001,11,247866,4.4 (Unreliable),2.2,7.9,3.6 (Unreliable),1.8,6.4
3765,Marin County, CA,06041,2002,2002,25,246225,10.2,6.6,15.0,8.7,5.6,13.0
3766,Marin County, CA,06041,2003,2003,30,245054,12.2,8.3,17.5,11.0,7.4,15.8
3767,Marin County, CA,06041,2004,2004,25,243769,10.3,6.6,15.1,9.1,5.8,13.6
3768,Marin County, CA,06041,2005,2005,29,244206,11.9,8.0,17.1,10.3,6.8,14.9
3769,Marin County, CA,06041,2006,2006,31,244580,12.7,8.6,18.0,11.6,7.7,16.7
3770,Marin County, CA,06041,2007,2007,40,246248,16.2,11.6,22.1,14.7,10.3,20.2
3771,Marin County, CA,06041,2008,2008,32,248398,12.9,8.8,18.2,10.9,7.3,15.7
3772,Marin County, CA,06041,2009,2009,33,250862,13.2,9.1,18.5,11.7,7.9,16.9
3773,Marin County, CA,06041,2010,2010,35,252409,13.9,9.7,19.3,12.3,8.4,17.5
3774,Marin County, CA,06041,2011,2011,21,255457,8.2,5.1,12.6,7.7,4.6,12.0
3775,Marin County, CA,06041,2012,2012,37,256064,14.4,10.2,19.9,12.8,8.7,18.0
3776,Marin County, CA,06041,2013,2013,40,258506,15.5,11.1,21.1,13.8,9.6,19.1
3777,Marin County, CA,06041,2014,2014,18,260516,6.9 (Unreliable),4.1,10.9,6.1 (Unreliable),3.6,9.8
3778,Marin County, CA,06041,2015,2015,18,261054,6.9 (Unreliable),4.1,10.9,6.9 (Unreliable),3.9,11.1
3779,Marin County, CA,06041,2016,2016,40,260651,15.3,11.0,20.9,15.6,10.9,21.7
3780,Mariposa County, CA,06043,1999,1999,,16966,,,,,,
3781,Mariposa County, CA,06043,2000,2000,,17130,,,,,,
3782,Mariposa County, CA,06043,2001,2001,,17099,,,,,,
3783,Mariposa County, CA,06043,2002,2002,,17243,,,,,,
3784,Mariposa County, CA,06043,2003,2003,,17707,,,,,,
3785,Mariposa County, CA,06043,2004,2004,,17844,,,,,,
3786,Mariposa County, CA,06043,2005,2005,,17972,,,,,,
3787,Mariposa County, CA,06043,2006,2006,,18219,,,,,,
3788,Mariposa County, CA,06043,2007,2007,,18366,,,,,,
3789,Mariposa County, CA,06043,2008,2008,,18412,,,,,,
3790,Mariposa County, CA,06043,2009,2009,,18212,,,,,,
3791,Mariposa County, CA,06043,2010,2010,,18251,,,,,,
3792,Mariposa County, CA,06043,2011,2011,,18188,,,,,,
3793,Mariposa County, CA,06043,2012,2012,,17858,,,,,,
3794,Mariposa County, CA,06043,2013,2013,,17746,,,,,,
3795,Mariposa County, CA,06043,2014,2014,,17658,,,,,,
3796,Mariposa County, CA,06043,2015,2015,,17553,,,,,,
3797,Mariposa County, CA,06043,2016,2016,,17410,,,,,,
3798,Mendocino County, CA,06045,1999,1999,14,85665,16.3 (Unreliable),8.9,27.4,16.4 (Unreliable),9.0,27.5
3799,Mendocino County, CA,06045,2000,2000,11,86265,12.8 (Unreliable),6.4,22.8,12.4 (Unreliable),6.2,22.1
3800,Mendocino County, CA,06045,2001,2001,,86841,,,,,,
3801,Mendocino County, CA,06045,2002,2002,17,87364,19.5 (Unreliable),11.3,31.2,20.2 (Unreliable),11.5,32.8
3802,Mendocino County, CA,06045,2003,2003,21,88140,23.8,14.7,36.4,23.9,14.6,37.0
3803,Mendocino County, CA,06045,2004,2004,,88030,,,,,,
3804,Mendocino County, CA,06045,2005,2005,10,87981,11.4 (Unreliable),5.5,20.9,10.5 (Unreliable),4.8,19.9
3805,Mendocino County, CA,06045,2006,2006,19,87345,21.8 (Unreliable),13.1,34.0,19.6 (Unreliable),11.6,30.9
3806,Mendocino County, CA,06045,2007,2007,21,87071,24.1,14.9,36.9,23.8,14.5,36.7
3807,Mendocino County, CA,06045,2008,2008,18,87468,20.6 (Unreliable),12.2,32.5,19.4 (Unreliable),11.3,31.1
3808,Mendocino County, CA,06045,2009,2009,16,87722,18.2 (Unreliable),10.4,29.6,15.6 (Unreliable),8.7,25.7
3809,Mendocino County, CA,06045,2010,2010,19,87841,21.6 (Unreliable),13.0,33.8,17.5 (Unreliable),10.2,28.0
3810,Mendocino County, CA,06045,2011,2011,17,87442,19.4 (Unreliable),11.3,31.1,17.0 (Unreliable),9.7,27.7
3811,Mendocino County, CA,06045,2012,2012,,87409,,,,,,
3812,Mendocino County, CA,06045,2013,2013,22,87207,25.2,15.8,38.2,22.8,13.7,35.6
3813,Mendocino County, CA,06045,2014,2014,25,87449,28.6,18.5,42.2,29.1,18.5,43.7
3814,Mendocino County, CA,06045,2015,2015,16,87353,18.3 (Unreliable),10.5,29.7,19.5 (Unreliable),10.9,32.2
3815,Mendocino County, CA,06045,2016,2016,29,87628,33.1,22.2,47.5,29.5,19.1,43.6
3816,Merced County, CA,06047,1999,1999,14,206734,6.8 (Unreliable),3.7,11.4,7.8 (Unreliable),4.3,13.1
3817,Merced County, CA,06047,2000,2000,,210554,,,,,,
3818,Merced County, CA,06047,2001,2001,,218816,,,,,,
3819,Merced County, CA,06047,2002,2002,,225351,,,,,,
3820,Merced County, CA,06047,2003,2003,18,231735,7.8 (Unreliable),4.6,12.3,8.8 (Unreliable),5.2,13.9
3821,Merced County, CA,06047,2004,2004,14,237180,5.9 (Unreliable),3.2,9.9,6.7 (Unreliable),3.6,11.2
3822,Merced County, CA,06047,2005,2005,14,242554,5.8 (Unreliable),3.2,9.7,6.8 (Unreliable),3.7,11.3
3823,Merced County, CA,06047,2006,2006,11,245338,4.5 (Unreliable),2.2,8.0,5.3 (Unreliable),2.6,9.4
3824,Merced County, CA,06047,2007,2007,23,248540,9.3,5.9,13.9,10.5,6.6,15.7
3825,Merced County, CA,06047,2008,2008,27,250538,10.8,7.1,15.7,12.0,7.9,17.5
3826,Merced County, CA,06047,2009,2009,22,252302,8.7,5.5,13.2,9.6,6.0,14.6
3827,Merced County, CA,06047,2010,2010,29,255793,11.3,7.6,16.3,12.4,8.3,17.9
3828,Merced County, CA,06047,2011,2011,34,259678,13.1,9.1,18.3,14.7,10.1,20.6
3829,Merced County, CA,06047,2012,2012,37,261430,14.2,10.0,19.5,15.2,10.7,21.1
3830,Merced County, CA,06047,2013,2013,34,262661,12.9,9.0,18.1,13.5,9.3,18.9
3831,Merced County, CA,06047,2014,2014,30,265139,11.3,7.6,16.2,12.3,8.2,17.6
3832,Merced County, CA,06047,2015,2015,40,267101,15.0,10.7,20.4,16.5,11.7,22.6
3833,Merced County, CA,06047,2016,2016,39,268672,14.5,10.3,19.8,16.0,11.3,21.9
3834,Modoc County, CA,06049,1999,1999,,9509,,,,,,
3835,Modoc County, CA,06049,2000,2000,,9449,,,,,,
3836,Modoc County, CA,06049,2001,2001,,9350,,,,,,
3837,Modoc County, CA,06049,2002,2002,,9362,,,,,,
3838,Modoc County, CA,06049,2003,2003,,9501,,,,,,
3839,Modoc County, CA,06049,2004,2004,,9605,,,,,,
3840,Modoc County, CA,06049,2005,2005,,9565,,,,,,
3841,Modoc County, CA,06049,2006,2006,,9617,,,,,,
3842,Modoc County, CA,06049,2007,2007,,9525,,,,,,
3843,Modoc County, CA,06049,2008,2008,,9551,,,,,,
3844,Modoc County, CA,06049,2009,2009,,9646,,,,,,
3845,Modoc County, CA,06049,2010,2010,,9686,,,,,,
3846,Modoc County, CA,06049,2011,2011,,9497,,,,,,
3847,Modoc County, CA,06049,2012,2012,,9328,,,,,,
3848,Modoc County, CA,06049,2013,2013,,9100,,,,,,
3849,Modoc County, CA,06049,2014,2014,,9010,,,,,,
3850,Modoc County, CA,06049,2015,2015,,8933,,,,,,
3851,Modoc County, CA,06049,2016,2016,,8795,,,,,,
3852,Mono County, CA,06051,1999,1999,,12589,,,,,,
3853,Mono County, CA,06051,2000,2000,,12853,,,,,,
3854,Mono County, CA,06051,2001,2001,,13224,,,,,,
3855,Mono County, CA,06051,2002,2002,,13404,,,,,,
3856,Mono County, CA,06051,2003,2003,,13352,,,,,,
3857,Mono County, CA,06051,2004,2004,,13360,,,,,,
3858,Mono County, CA,06051,2005,2005,,13474,,,,,,
3859,Mono County, CA,06051,2006,2006,,13743,,,,,,
3860,Mono County, CA,06051,2007,2007,,13678,,,,,,
3861,Mono County, CA,06051,2008,2008,,13862,,,,,,
3862,Mono County, CA,06051,2009,2009,,14008,,,,,,
3863,Mono County, CA,06051,2010,2010,,14202,,,,,,
3864,Mono County, CA,06051,2011,2011,,14407,,,,,,
3865,Mono County, CA,06051,2012,2012,,14325,,,,,,
3866,Mono County, CA,06051,2013,2013,,14020,,,,,,
3867,Mono County, CA,06051,2014,2014,,14045,,,,,,
3868,Mono County, CA,06051,2015,2015,,13885,,,,,,
3869,Mono County, CA,06051,2016,2016,,13981,,,,,,
3870,Monterey County, CA,06053,1999,1999,34,396267,8.6,5.9,12.0,9.3,6.4,13.0
3871,Monterey County, CA,06053,2000,2000,15,401762,3.7 (Unreliable),2.1,6.2,4.1 (Unreliable),2.3,6.8
3872,Monterey County, CA,06053,2001,2001,19,407082,4.7 (Unreliable),2.8,7.3,4.8 (Unreliable),2.9,7.5
3873,Monterey County, CA,06053,2002,2002,34,408977,8.3,5.8,11.6,8.7,6.1,12.2
3874,Monterey County, CA,06053,2003,2003,40,409725,9.8,7.0,13.3,10.4,7.4,14.1
3875,Monterey County, CA,06053,2004,2004,48,408731,11.7,8.7,15.6,12.1,8.9,16.1
3876,Monterey County, CA,06053,2005,2005,42,405139,10.4,7.5,14.0,10.7,7.7,14.4
3877,Monterey County, CA,06053,2006,2006,41,401831,10.2,7.3,13.8,10.5,7.5,14.2
3878,Monterey County, CA,06053,2007,2007,24,402376,6.0,3.8,8.9,6.1,3.9,9.0
3879,Monterey County, CA,06053,2008,2008,44,406022,10.8,7.9,14.5,10.9,7.9,14.7
3880,Monterey County, CA,06053,2009,2009,37,410263,9.0,6.3,12.4,9.4,6.6,13.0
3881,Monterey County, CA,06053,2010,2010,43,415057,10.4,7.5,14.0,10.2,7.3,13.7
3882,Monterey County, CA,06053,2011,2011,47,421157,11.2,8.2,14.8,11.5,8.4,15.3
3883,Monterey County, CA,06053,2012,2012,43,425799,10.1,7.3,13.6,10.2,7.4,13.8
3884,Monterey County, CA,06053,2013,2013,55,428064,12.8,9.7,16.7,13.2,9.9,17.2
3885,Monterey County, CA,06053,2014,2014,48,429902,11.2,8.2,14.8,11.5,8.4,15.3
3886,Monterey County, CA,06053,2015,2015,46,432007,10.6,7.8,14.2,10.5,7.7,14.1
3887,Monterey County, CA,06053,2016,2016,53,435232,12.2,9.1,15.9,11.4,8.5,14.9
3888,Napa County, CA,06055,1999,1999,,123026,,,,,,
3889,Napa County, CA,06055,2000,2000,,124279,,,,,,
3890,Napa County, CA,06055,2001,2001,,126818,,,,,,
3891,Napa County, CA,06055,2002,2002,15,128744,11.7 (Unreliable),6.5,19.2,11.6 (Unreliable),6.5,19.2
3892,Napa County, CA,06055,2003,2003,13,130138,10.0 (Unreliable),5.3,17.1,9.8 (Unreliable),5.2,16.7
3893,Napa County, CA,06055,2004,2004,,130387,,,,,,
3894,Napa County, CA,06055,2005,2005,,130381,,,,,,
3895,Napa County, CA,06055,2006,2006,,131440,,,,,,
3896,Napa County, CA,06055,2007,2007,13,132583,9.8 (Unreliable),5.2,16.8,8.6 (Unreliable),4.6,14.8
3897,Napa County, CA,06055,2008,2008,16,134093,11.9 (Unreliable),6.8,19.4,11.5 (Unreliable),6.4,19.0
3898,Napa County, CA,06055,2009,2009,14,135280,10.3 (Unreliable),5.7,17.4,8.6 (Unreliable),4.6,14.7
3899,Napa County, CA,06055,2010,2010,17,136484,12.5 (Unreliable),7.3,19.9,10.4 (Unreliable),5.9,16.9
3900,Napa County, CA,06055,2011,2011,18,137940,13.0 (Unreliable),7.7,20.6,11.2 (Unreliable),6.6,18.0
3901,Napa County, CA,06055,2012,2012,16,138898,11.5 (Unreliable),6.6,18.7,9.8 (Unreliable),5.5,16.2
3902,Napa County, CA,06055,2013,2013,17,140102,12.1 (Unreliable),7.1,19.4,10.7 (Unreliable),6.1,17.3
3903,Napa County, CA,06055,2014,2014,13,141097,9.2 (Unreliable),4.9,15.8,8.1 (Unreliable),4.2,14.1
3904,Napa County, CA,06055,2015,2015,19,141854,13.4 (Unreliable),8.1,20.9,13.5 (Unreliable),8.0,21.3
3905,Napa County, CA,06055,2016,2016,11,142166,7.7 (Unreliable),3.9,13.8,7.6 (Unreliable),3.6,14.0
3906,Nevada County, CA,06057,1999,1999,10,90899,11.0 (Unreliable),5.3,20.2,10.3 (Unreliable),4.7,19.5
3907,Nevada County, CA,06057,2000,2000,,92033,,,,,,
3908,Nevada County, CA,06057,2001,2001,,93715,,,,,,
3909,Nevada County, CA,06057,2002,2002,24,94647,25.4,16.2,37.7,22.9,14.4,34.7
3910,Nevada County, CA,06057,2003,2003,13,95606,13.6 (Unreliable),7.2,23.3,12.1 (Unreliable),6.0,21.6
3911,Nevada County, CA,06057,2004,2004,10,96512,10.4 (Unreliable),5.0,19.1,8.3 (Unreliable),4.0,15.2
3912,Nevada County, CA,06057,2005,2005,13,97250,13.4 (Unreliable),7.1,22.9,12.9 (Unreliable),6.4,23.0
3913,Nevada County, CA,06057,2006,2006,13,97549,13.3 (Unreliable),7.1,22.8,12.1 (Unreliable),6.1,21.7
3914,Nevada County, CA,06057,2007,2007,17,97794,17.4 (Unreliable),10.1,27.8,14.5 (Unreliable),8.1,23.9
3915,Nevada County, CA,06057,2008,2008,13,98200,13.2 (Unreliable),7.0,22.6,11.4 (Unreliable),5.7,20.4
3916,Nevada County, CA,06057,2009,2009,16,98591,16.2 (Unreliable),9.3,26.4,16.2 (Unreliable),8.9,27.2
3917,Nevada County, CA,06057,2010,2010,14,98764,14.2 (Unreliable),7.7,23.8,14.3 (Unreliable),7.4,25.0
3918,Nevada County, CA,06057,2011,2011,14,98772,14.2 (Unreliable),7.7,23.8,14.1 (Unreliable),7.3,24.6
3919,Nevada County, CA,06057,2012,2012,25,98305,25.4,16.5,37.5,23.5,14.7,35.6
3920,Nevada County, CA,06057,2013,2013,24,98156,24.5,15.7,36.4,23.5,14.5,35.9
3921,Nevada County, CA,06057,2014,2014,20,98796,20.2,12.4,31.3,20.5,11.9,32.8
3922,Nevada County, CA,06057,2015,2015,19,98829,19.2 (Unreliable),11.6,30.0,19.3 (Unreliable),11.2,30.9
3923,Nevada County, CA,06057,2016,2016,17,99107,17.2 (Unreliable),10.0,27.5,19.8 (Unreliable),11.1,32.7
