,County,County Code,Year,Year Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Age Adjusted Rate,Age Adjusted Rate Lower 95% Confidence Interval,Age Adjusted Rate Upper 95% Confidence Interval
3286,Stone County, AR,05137,2009,2009,,12340,,,,,,
3287,Stone County, AR,05137,2010,2010,,12394,,,,,,
3288,Stone County, AR,05137,2011,2011,,12563,,,,,,
3289,Stone County, AR,05137,2012,2012,,12610,,,,,,
3290,Stone County, AR,05137,2013,2013,,12490,,,,,,
3291,Stone County, AR,05137,2014,2014,,12445,,,,,,
3292,Stone County, AR,05137,2015,2015,,12430,,,,,,
3293,Stone County, AR,05137,2016,2016,,12539,,,,,,
3294,Union County, AR,05139,1999,1999,,45706,,,,,,
3295,Union County, AR,05139,2000,2000,,45629,,,,,,
3296,Union County, AR,05139,2001,2001,,44894,,,,,,
3297,Union County, AR,05139,2002,2002,,44769,,,,,,
3298,Union County, AR,05139,2003,2003,,44281,,,,,,
3299,Union County, AR,05139,2004,2004,,43747,,,,,,
3300,Union County, AR,05139,2005,2005,,43134,,,,,,
3301,Union County, AR,05139,2006,2006,,42914,,,,,,
3302,Union County, AR,05139,2007,2007,,42267,,,,,,
3303,Union County, AR,05139,2008,2008,,42222,,,,,,
3304,Union County, AR,05139,2009,2009,,41944,,,,,,
3305,Union County, AR,05139,2010,2010,,41639,,,,,,
3306,Union County, AR,05139,2011,2011,,41375,,,,,,
3307,Union County, AR,05139,2012,2012,,40864,,,,,,
3308,Union County, AR,05139,2013,2013,,40603,,,,,,
3309,Union County, AR,05139,2014,2014,,40158,,,,,,
3310,Union County, AR,05139,2015,2015,,40158,,,,,,
3311,Union County, AR,05139,2016,2016,,39887,,,,,,
3312,Van Buren County, AR,05141,1999,1999,,16105,,,,,,
3313,Van Buren County, AR,05141,2000,2000,,16192,,,,,,
3314,Van Buren County, AR,05141,2001,2001,,16332,,,,,,
3315,Van Buren County, AR,05141,2002,2002,,16322,,,,,,
3316,Van Buren County, AR,05141,2003,2003,,16506,,,,,,
3317,Van Buren County, AR,05141,2004,2004,,16664,,,,,,
3318,Van Buren County, AR,05141,2005,2005,,16869,,,,,,
3319,Van Buren County, AR,05141,2006,2006,,17027,,,,,,
3320,Van Buren County, AR,05141,2007,2007,,17226,,,,,,
3321,Van Buren County, AR,05141,2008,2008,,17373,,,,,,
3322,Van Buren County, AR,05141,2009,2009,,17293,,,,,,
3323,Van Buren County, AR,05141,2010,2010,,17295,,,,,,
3324,Van Buren County, AR,05141,2011,2011,,17197,,,,,,
3325,Van Buren County, AR,05141,2012,2012,,17167,,,,,,
3326,Van Buren County, AR,05141,2013,2013,,16992,,,,,,
3327,Van Buren County, AR,05141,2014,2014,,16893,,,,,,
3328,Van Buren County, AR,05141,2015,2015,,16780,,,,,,
3329,Van Buren County, AR,05141,2016,2016,,16628,,,,,,
3330,Washington County, AR,05143,1999,1999,,154627,,,,,,
3331,Washington County, AR,05143,2000,2000,,157715,,,,,,
3332,Washington County, AR,05143,2001,2001,12,163151,7.4 (Unreliable),3.8,12.8,7.6 (Unreliable),3.9,13.3
3333,Washington County, AR,05143,2002,2002,10,166859,6.0 (Unreliable),2.9,11.0,6.1 (Unreliable),2.9,11.3
3334,Washington County, AR,05143,2003,2003,14,171424,8.2 (Unreliable),4.5,13.7,8.7 (Unreliable),4.8,14.7
3335,Washington County, AR,05143,2004,2004,11,176837,6.2 (Unreliable),3.1,11.1,6.5 (Unreliable),3.3,11.7
3336,Washington County, AR,05143,2005,2005,15,183799,8.2 (Unreliable),4.6,13.5,8.7 (Unreliable),4.9,14.3
3337,Washington County, AR,05143,2006,2006,21,190314,11.0,6.8,16.9,11.0,6.7,17.0
3338,Washington County, AR,05143,2007,2007,16,194526,8.2 (Unreliable),4.7,13.4,8.4 (Unreliable),4.7,13.9
3339,Washington County, AR,05143,2008,2008,11,197223,5.6 (Unreliable),2.8,10.0,5.6 (Unreliable),2.7,10.3
3340,Washington County, AR,05143,2009,2009,15,199774,7.5 (Unreliable),4.2,12.4,7.8 (Unreliable),4.3,13.1
3341,Washington County, AR,05143,2010,2010,14,203065,6.9 (Unreliable),3.8,11.6,7.4 (Unreliable),4.1,12.5
3342,Washington County, AR,05143,2011,2011,19,207833,9.1 (Unreliable),5.5,14.3,9.3 (Unreliable),5.5,14.7
3343,Washington County, AR,05143,2012,2012,16,211497,7.6 (Unreliable),4.3,12.3,7.8 (Unreliable),4.4,12.6
3344,Washington County, AR,05143,2013,2013,16,215979,7.4 (Unreliable),4.2,12.0,7.3 (Unreliable),4.1,12.0
3345,Washington County, AR,05143,2014,2014,20,219891,9.1,5.6,14.0,9.2,5.5,14.4
3346,Washington County, AR,05143,2015,2015,20,224233,8.9,5.4,13.8,9.3,5.6,14.5
3347,Washington County, AR,05143,2016,2016,16,228049,7.0 (Unreliable),4.0,11.4,7.3 (Unreliable),4.1,12.1
3348,White County, AR,05145,1999,1999,,66359,,,,,,
3349,White County, AR,05145,2000,2000,,67165,,,,,,
3350,White County, AR,05145,2001,2001,,68273,,,,,,
3351,White County, AR,05145,2002,2002,,68796,,,,,,
3352,White County, AR,05145,2003,2003,,69389,,,,,,
3353,White County, AR,05145,2004,2004,,70403,,,,,,
3354,White County, AR,05145,2005,2005,,71355,,,,,,
3355,White County, AR,05145,2006,2006,,72728,,,,,,
3356,White County, AR,05145,2007,2007,,73573,,,,,,
3357,White County, AR,05145,2008,2008,,74848,,,,,,
3358,White County, AR,05145,2009,2009,11,76284,14.4 (Unreliable),7.2,25.8,14.6 (Unreliable),7.3,26.1
3359,White County, AR,05145,2010,2010,,77076,,,,,,
3360,White County, AR,05145,2011,2011,,78116,,,,,,
3361,White County, AR,05145,2012,2012,,78670,,,,,,
3362,White County, AR,05145,2013,2013,11,78635,14.0 (Unreliable),7.0,25.0,14.6 (Unreliable),7.3,26.2
3363,White County, AR,05145,2014,2014,,78532,,,,,,
3364,White County, AR,05145,2015,2015,14,79013,17.7 (Unreliable),9.7,29.7,16.9 (Unreliable),9.2,28.3
3365,White County, AR,05145,2016,2016,13,79263,16.4 (Unreliable),8.7,28.0,17.6 (Unreliable),9.1,30.7
3366,Woodruff County, AR,05147,1999,1999,,8855,,,,,,
3367,Woodruff County, AR,05147,2000,2000,,8741,,,,,,
3368,Woodruff County, AR,05147,2001,2001,,8675,,,,,,
3369,Woodruff County, AR,05147,2002,2002,,8446,,,,,,
3370,Woodruff County, AR,05147,2003,2003,,8284,,,,,,
3371,Woodruff County, AR,05147,2004,2004,,8102,,,,,,
3372,Woodruff County, AR,05147,2005,2005,,8023,,,,,,
3373,Woodruff County, AR,05147,2006,2006,,7877,,,,,,
3374,Woodruff County, AR,05147,2007,2007,,7648,,,,,,
3375,Woodruff County, AR,05147,2008,2008,,7458,,,,,,
3376,Woodruff County, AR,05147,2009,2009,,7294,,,,,,
3377,Woodruff County, AR,05147,2010,2010,,7260,,,,,,
3378,Woodruff County, AR,05147,2011,2011,,7189,,,,,,
3379,Woodruff County, AR,05147,2012,2012,,7068,,,,,,
3380,Woodruff County, AR,05147,2013,2013,,7042,,,,,,
3381,Woodruff County, AR,05147,2014,2014,,6886,,,,,,
3382,Woodruff County, AR,05147,2015,2015,,6727,,,,,,
3383,Woodruff County, AR,05147,2016,2016,,6641,,,,,,
3384,Yell County, AR,05149,1999,1999,,20918,,,,,,
3385,Yell County, AR,05149,2000,2000,,21139,,,,,,
3386,Yell County, AR,05149,2001,2001,,21145,,,,,,
3387,Yell County, AR,05149,2002,2002,,21147,,,,,,
3388,Yell County, AR,05149,2003,2003,,21197,,,,,,
3389,Yell County, AR,05149,2004,2004,,21074,,,,,,
3390,Yell County, AR,05149,2005,2005,,21141,,,,,,
3391,Yell County, AR,05149,2006,2006,,21556,,,,,,
3392,Yell County, AR,05149,2007,2007,,21633,,,,,,
3393,Yell County, AR,05149,2008,2008,,21935,,,,,,
3394,Yell County, AR,05149,2009,2009,,22145,,,,,,
3395,Yell County, AR,05149,2010,2010,,22185,,,,,,
3396,Yell County, AR,05149,2011,2011,,21935,,,,,,
3397,Yell County, AR,05149,2012,2012,,21804,,,,,,
3398,Yell County, AR,05149,2013,2013,,21768,,,,,,
3399,Yell County, AR,05149,2014,2014,,21850,,,,,,
3400,Yell County, AR,05149,2015,2015,,21607,,,,,,
3401,Yell County, AR,05149,2016,2016,,21552,,,,,,
3402,Alameda County, CA,06001,1999,1999,97,1427114,6.8,5.5,8.3,6.6,5.4,8.1
3403,Alameda County, CA,06001,2000,2000,93,1443741,6.4,5.2,7.9,6.2,5.0,7.6
3404,Alameda County, CA,06001,2001,2001,15,1469484,1.0 (Unreliable),0.6,1.7,1.1 (Unreliable),0.6,1.7
3405,Alameda County, CA,06001,2002,2002,128,1462106,8.8,7.2,10.3,8.4,7.0,9.9
3406,Alameda County, CA,06001,2003,2003,109,1454163,7.5,6.1,8.9,7.2,5.9,8.6
3407,Alameda County, CA,06001,2004,2004,137,1445721,9.5,7.9,11.1,9.0,7.5,10.5
3408,Alameda County, CA,06001,2005,2005,167,1441545,11.6,9.8,13.3,11.0,9.4,12.7
3409,Alameda County, CA,06001,2006,2006,169,1444484,11.7,9.9,13.5,10.9,9.2,12.5
3410,Alameda County, CA,06001,2007,2007,190,1455715,13.1,11.2,14.9,12.3,10.5,14.0
3411,Alameda County, CA,06001,2008,2008,157,1477208,10.6,9.0,12.3,10.1,8.5,11.7
3412,Alameda County, CA,06001,2009,2009,147,1498539,9.8,8.2,11.4,9.2,7.7,10.7
3413,Alameda County, CA,06001,2010,2010,132,1510271,8.7,7.2,10.2,8.1,6.7,9.5
3414,Alameda County, CA,06001,2011,2011,168,1532019,11.0,9.3,12.6,10.0,8.5,11.6
3415,Alameda County, CA,06001,2012,2012,134,1555542,8.6,7.2,10.1,8.0,6.6,9.4
3416,Alameda County, CA,06001,2013,2013,174,1581226,11.0,9.4,12.6,10.2,8.7,11.8
3417,Alameda County, CA,06001,2014,2014,165,1608868,10.3,8.7,11.8,9.4,7.9,10.8
3418,Alameda County, CA,06001,2015,2015,200,1632747,12.2,10.6,13.9,11.4,9.8,13.0
3419,Alameda County, CA,06001,2016,2016,163,1647704,9.9,8.4,11.4,8.9,7.5,10.2
3420,Alpine County, CA,06003,1999,1999,,1205,,,,,,
3421,Alpine County, CA,06003,2000,2000,,1208,,,,,,
3422,Alpine County, CA,06003,2001,2001,,1196,,,,,,
3423,Alpine County, CA,06003,2002,2002,,1237,,,,,,
3424,Alpine County, CA,06003,2003,2003,,1233,,,,,,
3425,Alpine County, CA,06003,2004,2004,,1263,,,,,,
3426,Alpine County, CA,06003,2005,2005,,1219,,,,,,
3427,Alpine County, CA,06003,2006,2006,,1276,,,,,,
3428,Alpine County, CA,06003,2007,2007,,1274,,,,,,
3429,Alpine County, CA,06003,2008,2008,,1202,,,,,,
3430,Alpine County, CA,06003,2009,2009,,1197,,,,,,
3431,Alpine County, CA,06003,2010,2010,,1175,,,,,,
3432,Alpine County, CA,06003,2011,2011,,1109,,,,,,
3433,Alpine County, CA,06003,2012,2012,,1123,,,,,,
3434,Alpine County, CA,06003,2013,2013,,1141,,,,,,
3435,Alpine County, CA,06003,2014,2014,,1104,,,,,,
3436,Alpine County, CA,06003,2015,2015,,1106,,,,,,
3437,Alpine County, CA,06003,2016,2016,,1071,,,,,,
3438,Amador County, CA,06005,1999,1999,,34903,,,,,,
3439,Amador County, CA,06005,2000,2000,,35100,,,,,,
3440,Amador County, CA,06005,2001,2001,,35697,,,,,,
3441,Amador County, CA,06005,2002,2002,,36561,,,,,,
3442,Amador County, CA,06005,2003,2003,,36994,,,,,,
3443,Amador County, CA,06005,2004,2004,,37400,,,,,,
3444,Amador County, CA,06005,2005,2005,,38040,,,,,,
3445,Amador County, CA,06005,2006,2006,10,38353,26.1 (Unreliable),12.5,48.0,25.5 (Unreliable),11.7,48.5
3446,Amador County, CA,06005,2007,2007,,38756,,,,,,
3447,Amador County, CA,06005,2008,2008,,38248,,,,,,
3448,Amador County, CA,06005,2009,2009,14,38238,36.6 (Unreliable),20.0,61.4,28.8 (Unreliable),14.9,50.4
3449,Amador County, CA,06005,2010,2010,11,38091,28.9 (Unreliable),14.4,51.7,29.9 (Unreliable),14.3,54.9
3450,Amador County, CA,06005,2011,2011,10,37524,26.6 (Unreliable),12.8,49.0,19.5 (Unreliable),8.9,36.9
3451,Amador County, CA,06005,2012,2012,10,37089,27.0 (Unreliable),12.9,49.6,22.3 (Unreliable),10.2,42.3
3452,Amador County, CA,06005,2013,2013,,36576,,,,,,
3453,Amador County, CA,06005,2014,2014,14,36739,38.1 (Unreliable),20.8,63.9,31.7 (Unreliable),16.4,55.3
3454,Amador County, CA,06005,2015,2015,,37026,,,,,,
3455,Amador County, CA,06005,2016,2016,,37383,,,,,,
3456,Butte County, CA,06007,1999,1999,15,201282,7.5 (Unreliable),4.2,12.3,8.3 (Unreliable),4.6,13.6
3457,Butte County, CA,06007,2000,2000,10,203171,4.9 (Unreliable),2.4,9.1,5.3 (Unreliable),2.5,9.7
3458,Butte County, CA,06007,2001,2001,,206193,,,,,,
3459,Butte County, CA,06007,2002,2002,37,209120,17.7,12.5,24.4,18.9,13.2,26.1
3460,Butte County, CA,06007,2003,2003,50,211481,23.6,17.5,31.2,24.8,18.3,32.9
3461,Butte County, CA,06007,2004,2004,39,213065,18.3,13.0,25.0,18.2,12.8,25.1
3462,Butte County, CA,06007,2005,2005,33,214752,15.4,10.6,21.6,15.5,10.5,22.0
3463,Butte County, CA,06007,2006,2006,69,216824,31.8,24.8,40.3,31.6,24.4,40.3
3464,Butte County, CA,06007,2007,2007,65,217469,29.9,23.1,38.1,30.0,22.9,38.5
3465,Butte County, CA,06007,2008,2008,68,219034,31.0,24.1,39.4,31.5,24.2,40.3
3466,Butte County, CA,06007,2009,2009,59,219777,26.8,20.4,34.6,29.3,22.1,38.2
3467,Butte County, CA,06007,2010,2010,85,220000,38.6,30.9,47.8,39.5,31.2,49.3
3468,Butte County, CA,06007,2011,2011,84,219987,38.2,30.5,47.3,36.4,28.7,45.5
3469,Butte County, CA,06007,2012,2012,71,221180,32.1,25.1,40.5,35.1,27.1,44.8
3470,Butte County, CA,06007,2013,2013,57,222116,25.7,19.4,33.2,26.2,19.6,34.3
3471,Butte County, CA,06007,2014,2014,74,223974,33.0,25.9,41.5,31.0,23.9,39.5
3472,Butte County, CA,06007,2015,2015,65,225251,28.9,22.3,36.8,27.1,20.6,34.9
3473,Butte County, CA,06007,2016,2016,73,226864,32.2,25.2,40.5,30.3,23.4,38.6
3474,Calaveras County, CA,06009,1999,1999,,40000,,,,,,
3475,Calaveras County, CA,06009,2000,2000,,40554,,,,,,
3476,Calaveras County, CA,06009,2001,2001,,41304,,,,,,
3477,Calaveras County, CA,06009,2002,2002,,42380,,,,,,
3478,Calaveras County, CA,06009,2003,2003,,43755,,,,,,
3479,Calaveras County, CA,06009,2004,2004,,44530,,,,,,
3480,Calaveras County, CA,06009,2005,2005,,45295,,,,,,
3481,Calaveras County, CA,06009,2006,2006,,46045,,,,,,
3482,Calaveras County, CA,06009,2007,2007,,46268,,,,,,
3483,Calaveras County, CA,06009,2008,2008,,46265,,,,,,
3484,Calaveras County, CA,06009,2009,2009,13,45900,28.3 (Unreliable),15.1,48.4,32.2 (Unreliable),16.1,57.7
3485,Calaveras County, CA,06009,2010,2010,12,45578,26.3 (Unreliable),13.6,46.0,25.2 (Unreliable),12.6,45.0
3486,Calaveras County, CA,06009,2011,2011,15,45106,33.3 (Unreliable),18.6,54.8,35.7 (Unreliable),19.0,61.0
3487,Calaveras County, CA,06009,2012,2012,,44760,,,,,,
3488,Calaveras County, CA,06009,2013,2013,11,44577,24.7 (Unreliable),12.3,44.2,24.8 (Unreliable),10.7,48.8
3489,Calaveras County, CA,06009,2014,2014,,44589,,,,,,
3490,Calaveras County, CA,06009,2015,2015,10,44840,22.3 (Unreliable),10.7,41.0,20.9 (Unreliable),9.0,41.2
3491,Calaveras County, CA,06009,2016,2016,,45171,,,,,,
3492,Colusa County, CA,06011,1999,1999,,18620,,,,,,
3493,Colusa County, CA,06011,2000,2000,,18804,,,,,,
3494,Colusa County, CA,06011,2001,2001,,19022,,,,,,
3495,Colusa County, CA,06011,2002,2002,,19232,,,,,,
3496,Colusa County, CA,06011,2003,2003,,19568,,,,,,
3497,Colusa County, CA,06011,2004,2004,,20207,,,,,,
3498,Colusa County, CA,06011,2005,2005,,20540,,,,,,
3499,Colusa County, CA,06011,2006,2006,,20890,,,,,,
3500,Colusa County, CA,06011,2007,2007,,21075,,,,,,
3501,Colusa County, CA,06011,2008,2008,,21134,,,,,,
3502,Colusa County, CA,06011,2009,2009,,21250,,,,,,
3503,Colusa County, CA,06011,2010,2010,,21419,,,,,,
3504,Colusa County, CA,06011,2011,2011,,21366,,,,,,
3505,Colusa County, CA,06011,2012,2012,,21323,,,,,,
3506,Colusa County, CA,06011,2013,2013,,21322,,,,,,
3507,Colusa County, CA,06011,2014,2014,,21256,,,,,,
3508,Colusa County, CA,06011,2015,2015,,21318,,,,,,
3509,Colusa County, CA,06011,2016,2016,,21588,,,,,,
3510,Contra Costa County, CA,06013,1999,1999,67,936983,7.2,5.5,9.1,7.0,5.4,8.9
3511,Contra Costa County, CA,06013,2000,2000,42,948816,4.4,3.2,6.0,4.3,3.1,5.8
3512,Contra Costa County, CA,06013,2001,2001,16,970952,1.6 (Unreliable),0.9,2.7,1.5 (Unreliable),0.9,2.5
3513,Contra Costa County, CA,06013,2002,2002,86,979862,8.8,7.0,10.8,8.4,6.7,10.4
3514,Contra Costa County, CA,06013,2003,2003,65,987531,6.6,5.1,8.4,6.2,4.8,8.0
3515,Contra Costa County, CA,06013,2004,2004,94,992424,9.5,7.7,11.6,9.2,7.4,11.2
3516,Contra Costa County, CA,06013,2005,2005,105,999013,10.5,8.5,12.5,10.1,8.1,12.0
3517,Contra Costa County, CA,06013,2006,2006,74,1000834,7.4,5.8,9.3,7.1,5.6,8.9
3518,Contra Costa County, CA,06013,2007,2007,101,1009152,10.0,8.1,12.0,9.5,7.6,11.3
3519,Contra Costa County, CA,06013,2008,2008,115,1023344,11.2,9.2,13.3,10.5,8.6,12.5
3520,Contra Costa County, CA,06013,2009,2009,96,1037890,9.2,7.5,11.3,8.4,6.8,10.3
3521,Contra Costa County, CA,06013,2010,2010,93,1049025,8.9,7.2,10.9,8.3,6.7,10.2
3522,Contra Costa County, CA,06013,2011,2011,122,1066126,11.4,9.4,13.5,10.5,8.6,12.4
3523,Contra Costa County, CA,06013,2012,2012,123,1078242,11.4,9.4,13.4,10.9,9.0,12.9
3524,Contra Costa County, CA,06013,2013,2013,140,1094030,12.8,10.7,14.9,11.8,9.8,13.8
3525,Contra Costa County, CA,06013,2014,2014,126,1108996,11.4,9.4,13.3,10.7,8.8,12.6
3526,Contra Costa County, CA,06013,2015,2015,108,1123231,9.6,7.8,11.4,8.9,7.2,10.7
3527,Contra Costa County, CA,06013,2016,2016,122,1135127,10.7,8.8,12.7,10.2,8.3,12.0
3528,Del Norte County, CA,06015,1999,1999,,27624,,,,,,
3529,Del Norte County, CA,06015,2000,2000,,27507,,,,,,
3530,Del Norte County, CA,06015,2001,2001,,27292,,,,,,
3531,Del Norte County, CA,06015,2002,2002,,27397,,,,,,
3532,Del Norte County, CA,06015,2003,2003,,27601,,,,,,
3533,Del Norte County, CA,06015,2004,2004,,27950,,,,,,
3534,Del Norte County, CA,06015,2005,2005,,28281,,,,,,
3535,Del Norte County, CA,06015,2006,2006,,28211,,,,,,
3536,Del Norte County, CA,06015,2007,2007,,28415,,,,,,
3537,Del Norte County, CA,06015,2008,2008,,28496,,,,,,
3538,Del Norte County, CA,06015,2009,2009,,28599,,,,,,
3539,Del Norte County, CA,06015,2010,2010,,28610,,,,,,
3540,Del Norte County, CA,06015,2011,2011,,28466,,,,,,
3541,Del Norte County, CA,06015,2012,2012,,28212,,,,,,
3542,Del Norte County, CA,06015,2013,2013,,27837,,,,,,
3543,Del Norte County, CA,06015,2014,2014,,27252,,,,,,
3544,Del Norte County, CA,06015,2015,2015,,27301,,,,,,
3545,Del Norte County, CA,06015,2016,2016,,27540,,,,,,
3546,El Dorado County, CA,06017,1999,1999,14,154381,9.1 (Unreliable),5.0,15.2,8.7 (Unreliable),4.7,14.6
3547,El Dorado County, CA,06017,2000,2000,,156299,,,,,,
3548,El Dorado County, CA,06017,2001,2001,,161101,,,,,,
3549,El Dorado County, CA,06017,2002,2002,23,165195,13.9,8.8,20.9,12.8,8.0,19.4
3550,El Dorado County, CA,06017,2003,2003,24,168331,14.3,9.1,21.2,13.8,8.6,20.9
3551,El Dorado County, CA,06017,2004,2004,22,171653,12.8,8.0,19.4,11.3,7.0,17.3
3552,El Dorado County, CA,06017,2005,2005,25,175003,14.3,9.2,21.1,13.6,8.7,20.2
3553,El Dorado County, CA,06017,2006,2006,35,176773,19.8,13.8,27.5,19.2,13.2,26.9
3554,El Dorado County, CA,06017,2007,2007,34,177694,19.1,13.3,26.7,17.9,12.1,25.4
3555,El Dorado County, CA,06017,2008,2008,30,179150,16.7,11.3,23.9,15.7,10.3,22.8
3556,El Dorado County, CA,06017,2009,2009,40,180455,22.2,15.8,30.2,20.4,14.3,28.3
3557,El Dorado County, CA,06017,2010,2010,43,181058,23.7,17.2,32.0,21.6,15.3,29.7
3558,El Dorado County, CA,06017,2011,2011,35,180863,19.4,13.5,26.9,18.4,12.5,26.1
3559,El Dorado County, CA,06017,2012,2012,35,180558,19.4,13.5,27.0,20.0,13.6,28.4
3560,El Dorado County, CA,06017,2013,2013,33,181427,18.2,12.5,25.5,15.8,10.5,22.9
3561,El Dorado County, CA,06017,2014,2014,47,183031,25.7,18.9,34.1,23.1,16.5,31.4
3562,El Dorado County, CA,06017,2015,2015,39,184359,21.2,15.0,28.9,20.7,14.3,28.9
3563,El Dorado County, CA,06017,2016,2016,42,185625,22.6,16.3,30.6,23.7,16.7,32.6
3564,Fresno County, CA,06019,1999,1999,52,789405,6.6,4.9,8.6,7.2,5.4,9.5
3565,Fresno County, CA,06019,2000,2000,37,799407,4.6,3.3,6.4,5.1,3.6,7.1
3566,Fresno County, CA,06019,2001,2001,43,813021,5.3,3.8,7.1,5.9,4.3,8.0
3567,Fresno County, CA,06019,2002,2002,70,829762,8.4,6.6,10.7,9.4,7.3,11.8
3568,Fresno County, CA,06019,2003,2003,74,847193,8.7,6.9,11.0,9.8,7.7,12.3
3569,Fresno County, CA,06019,2004,2004,93,861035,10.8,8.7,13.2,12.1,9.7,14.8
3570,Fresno County, CA,06019,2005,2005,85,872470,9.7,7.8,12.0,10.9,8.7,13.5
3571,Fresno County, CA,06019,2006,2006,99,883862,11.2,9.1,13.6,12.4,10.1,15.2
3572,Fresno County, CA,06019,2007,2007,95,895933,10.6,8.6,13.0,11.7,9.4,14.3
3573,Fresno County, CA,06019,2008,2008,94,909630,10.3,8.4,12.6,11.4,9.2,14.0
3574,Fresno County, CA,06019,2009,2009,113,921478,12.3,10.0,14.5,13.0,10.6,15.4
3575,Fresno County, CA,06019,2010,2010,104,930450,11.2,9.0,13.3,12.0,9.7,14.3
3576,Fresno County, CA,06019,2011,2011,90,940496,9.6,7.7,11.8,10.3,8.2,12.7
3577,Fresno County, CA,06019,2012,2012,79,946844,8.3,6.6,10.4,8.9,7.0,11.2
3578,Fresno County, CA,06019,2013,2013,89,953762,9.3,7.5,11.5,9.9,7.9,12.2
3579,Fresno County, CA,06019,2014,2014,129,963151,13.4,11.1,15.7,14.2,11.7,16.7
3580,Fresno County, CA,06019,2015,2015,141,972130,14.5,12.1,16.9,15.4,12.8,18.0
3581,Fresno County, CA,06019,2016,2016,144,979915,14.7,12.3,17.1,15.3,12.8,17.8
3582,Glenn County, CA,06021,1999,1999,,26332,,,,,,
3583,Glenn County, CA,06021,2000,2000,,26453,,,,,,
3584,Glenn County, CA,06021,2001,2001,,26450,,,,,,
3585,Glenn County, CA,06021,2002,2002,,26651,,,,,,
3586,Glenn County, CA,06021,2003,2003,,27016,,,,,,
3587,Glenn County, CA,06021,2004,2004,,27122,,,,,,
3588,Glenn County, CA,06021,2005,2005,,27393,,,,,,
3589,Glenn County, CA,06021,2006,2006,,27652,,,,,,
3590,Glenn County, CA,06021,2007,2007,,27775,,,,,,
3591,Glenn County, CA,06021,2008,2008,,28019,,,,,,
3592,Glenn County, CA,06021,2009,2009,,28100,,,,,,
3593,Glenn County, CA,06021,2010,2010,,28122,,,,,,
3594,Glenn County, CA,06021,2011,2011,,28186,,,,,,
3595,Glenn County, CA,06021,2012,2012,,27938,,,,,,
3596,Glenn County, CA,06021,2013,2013,,27915,,,,,,
3597,Glenn County, CA,06021,2014,2014,,27982,,,,,,
3598,Glenn County, CA,06021,2015,2015,,27961,,,,,,
3599,Glenn County, CA,06021,2016,2016,,28085,,,,,,
3600,Humboldt County, CA,06023,1999,1999,24,126676,18.9,12.1,28.2,18.5,11.9,27.5
3601,Humboldt County, CA,06023,2000,2000,15,126518,11.9 (Unreliable),6.6,19.6,11.8 (Unreliable),6.6,19.5
3602,Humboldt County, CA,06023,2001,2001,18,127520,14.1 (Unreliable),8.4,22.3,13.9 (Unreliable),8.2,21.9
3603,Humboldt County, CA,06023,2002,2002,35,128780,27.2,18.9,37.8,26.4,18.3,36.9
3604,Humboldt County, CA,06023,2003,2003,40,129754,30.8,22.0,42.0,31.0,22.0,42.3
3605,Humboldt County, CA,06023,2004,2004,35,130702,26.8,18.7,37.2,27.1,18.7,38.1
3606,Humboldt County, CA,06023,2005,2005,41,131497,31.2,22.4,42.3,30.1,21.4,41.1
3607,Humboldt County, CA,06023,2006,2006,42,132093,31.8,22.9,43.0,31.8,22.7,43.3
3608,Humboldt County, CA,06023,2007,2007,42,132001,31.8,22.9,43.0,32.2,23.0,43.8
3609,Humboldt County, CA,06023,2008,2008,49,132657,36.9,27.3,48.8,37.4,27.3,50.0
3610,Humboldt County, CA,06023,2009,2009,42,133744,31.4,22.6,42.4,30.4,21.7,41.6
3611,Humboldt County, CA,06023,2010,2010,48,134623,35.7,26.3,47.3,35.6,25.9,47.8
3612,Humboldt County, CA,06023,2011,2011,57,135243,42.1,31.9,54.6,41.3,31.0,53.9
3613,Humboldt County, CA,06023,2012,2012,48,134663,35.6,26.3,47.3,33.0,24.1,44.2
3614,Humboldt County, CA,06023,2013,2013,41,134555,30.5,21.9,41.3,28.0,19.7,38.6
3615,Humboldt County, CA,06023,2014,2014,43,134665,31.9,23.1,43.0,32.6,23.4,44.2
3616,Humboldt County, CA,06023,2015,2015,41,135383,30.3,21.7,41.1,28.6,20.2,39.2
3617,Humboldt County, CA,06023,2016,2016,54,136646,39.5,29.7,51.6,38.2,28.4,50.4
3618,Imperial County, CA,06025,1999,1999,17,141056,12.1 (Unreliable),7.0,19.3,12.8 (Unreliable),7.5,20.5
3619,Imperial County, CA,06025,2000,2000,12,142361,8.4 (Unreliable),4.4,14.7,9.0 (Unreliable),4.7,15.7
3620,Imperial County, CA,06025,2001,2001,,143707,,,,,,
3621,Imperial County, CA,06025,2002,2002,,145640,,,,,,
3622,Imperial County, CA,06025,2003,2003,,148984,,,,,,
3623,Imperial County, CA,06025,2004,2004,11,152259,7.2 (Unreliable),3.6,12.9,8.0 (Unreliable),4.0,14.2
3624,Imperial County, CA,06025,2005,2005,13,156113,8.3 (Unreliable),4.4,14.2,8.9 (Unreliable),4.7,15.2
3625,Imperial County, CA,06025,2006,2006,19,160505,11.8 (Unreliable),7.1,18.5,12.7 (Unreliable),7.7,19.9
3626,Imperial County, CA,06025,2007,2007,21,164596,12.8,7.9,19.5,13.6,8.4,20.7
